PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門
684.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,5.0,6.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,8.0,2197.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,6.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,8.0,2197.0
3488.0,0.0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,4.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,6.0,1.0,6.0,0.0,0.0,3.0,0.0,3.0,1.0,7.0,2.0,9.0,1.0,5.0,5.0,0.0,0.0,3.0,2.0,8.0,19043.0,0.0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,1.0,8.0,6.0,0.0,0.0,1.0,6.0,2.0,0.0,5.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,7.0,2.0,9.0,1.0,5.0,5.0,0.0,0.0,3.0,2.0,8.0,19043.0
877.0,0.0,0.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,2.0,7.0,2.0,4.0,3.0,2.0,2.0,5.0,0.0,8.0,20089.0,0.0,0.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,8.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,7.0,2.0,4.0,3.0,2.0,2.0,5.0,0.0,8.0,20089.0
1905.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,16.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,2.0,0.0,5.0,7.0,7.0,2.0,12.0,1.0,7.0,6.0,2.0,1.0,9.0,2.0,8.0,14195.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,1.0,19.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,2.0,0.0,3.0,7.0,5.0,5.0,12.0,1.0,7.0,6.0,2.0,1.0,9.0,2.0,8.0,14195.0
1513.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,1.0,1.0,6.0,4.0,0.0,1.0,8.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,20069.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,6.0,5.0,0.0,1.0,13.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,5.0,5.0,2.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,20069.0
157.0,0.0,1.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,6.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,5.0,11.0,1.0,6.0,6.0,1.0,1.0,8.0,1.0,8.0,2185.0,0.0,1.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,10.0,4.0,11.0,1.0,6.0,6.0,1.0,1.0,8.0,1.0,8.0,2185.0
7925.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,2.0,12.0,1.0,7.0,6.0,1.0,2.0,3.0,2.0,8.0,8126.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,2.0,12.0,1.0,7.0,6.0,1.0,2.0,3.0,2.0,8.0,8126.0
2608.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,2.0,5.0,0.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,1.0,1.0,0.0,10.0,9.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,8.0,0.0,8.0,8162.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,8.0,0.0,8.0,8162.0
56.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,9.0,1.0,5.0,4.0,2.0,1.0,9.0,0.0,8.0,2180.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,2.0,8.0,1.0,5.0,4.0,2.0,1.0,9.0,0.0,8.0,2180.0
402.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,4.0,5.0,9.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,8.0,13084.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,5.0,5.0,9.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,8.0,13084.0
940.0,0.0,1.0,2.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,1.0,2.0,6.0,4.0,5.0,11.0,1.0,6.0,6.0,1.0,1.0,3.0,2.0,8.0,13087.0,0.0,1.0,2.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,11.0,1.0,6.0,6.0,1.0,1.0,3.0,0.0,9.0,13087.0
3974.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,2058.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,2058.0
7313.0,0.0,0.0,2.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,10.0,1.0,6.0,5.0,1.0,1.0,9.0,1.0,8.0,20019.0,0.0,0.0,2.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,10.0,1.0,6.0,5.0,1.0,1.0,9.0,2.0,8.0,20019.0
24.0,0.0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,4.0,11.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,8.0,8038.0,0.0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,10.0,1.0,0.0,2.0,1.0,10.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,4.0,11.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,8.0,8038.0
6263.0,0.0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,4.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0,5.0,7.0,2.0,4.0,4.0,0.0,0.0,6.0,1.0,14.0,14105.0,0.0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,5.0,7.0,2.0,3.0,3.0,0.0,0.0,6.0,1.0,14.0,14105.0
18.0,0.0,1.0,2.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,11.0,1.0,6.0,3.0,5.0,0.0,1.0,1.0,9.0,16070.0,0.0,1.0,2.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,11.0,1.0,6.0,3.0,5.0,0.0,1.0,1.0,9.0,16070.0
3431.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,1.0,1.0,6.0,0.0,0.0,1.0,9.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,4.0,9.0,1.0,5.0,1.0,7.0,2.0,9.0,2.0,9.0,4045.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,5.0,1.0,6.0,0.0,2.0,2.0,5.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,4.0,9.0,1.0,5.0,1.0,7.0,2.0,9.0,2.0,9.0,4045.0
7348.0,0.0,0.0,2.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,10.0,5.0,7.0,2.0,4.0,2.0,5.0,0.0,9.0,0.0,8.0,20130.0,0.0,0.0,2.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,9.0,5.0,7.0,2.0,4.0,2.0,5.0,0.0,9.0,0.0,8.0,20130.0
5334.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,10.0,1.0,6.0,6.0,0.0,0.0,8.0,1.0,8.0,2197.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,10.0,1.0,6.0,6.0,0.0,0.0,8.0,1.0,8.0,2197.0
1569.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,2.0,5.0,1.0,6.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,11.0,10.0,0.0,0.0,1.0,1.0,2.0,1.0,8.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,8.0,2197.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,8.0,2197.0
7878.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,5.0,0.0,0.0,1.0,7.0,1.0,0.0,4.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,5.0,12.0,1.0,6.0,6.0,1.0,1.0,5.0,2.0,8.0,8162.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,5.0,0.0,0.0,1.0,9.0,1.0,0.0,4.0,4.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0,9.0,2.0,11.0,1.0,6.0,6.0,1.0,1.0,5.0,0.0,8.0,8162.0
845.0,0.0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,0.0,4.0,10.0,4.0,2.0,10.0,2.0,3.0,1.0,3.0,0.0,9.0,0.0,8.0,20069.0,0.0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,5.0,10.0,7.0,2.0,10.0,2.0,3.0,1.0,3.0,0.0,9.0,0.0,8.0,20069.0
2109.0,0.0,1.0,1.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,14.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,3.0,1.0,2.0,4.0,1.0,5.0,10.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,8.0,8074.0,0.0,1.0,1.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,1.0,1.0,6.0,1.0,0.0,2.0,16.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,4.0,10.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,8.0,8074.0
8397.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,4.0,0.0,5.0,2.0,8.0,5.0,12.0,1.0,7.0,6.0,2.0,1.0,3.0,1.0,8.0,14195.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,4.0,0.0,5.0,2.0,9.0,5.0,11.0,1.0,7.0,6.0,2.0,1.0,3.0,1.0,8.0,14195.0
811.0,0.0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,5.0,7.0,0.0,0.0,1.0,0.0,2.0,10.0,10.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,19138.0,0.0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,8.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,5.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,19138.0
2408.0,0.0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,4.0,8.0,1.0,4.0,3.0,2.0,1.0,9.0,1.0,8.0,17033.0,0.0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,2.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,5.0,8.0,1.0,4.0,3.0,2.0,1.0,9.0,1.0,8.0,17033.0
